pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
7yqy	J	E	0	C	protein	NA	spike glycoprotein	STRUCTURAL PROTEIN	10/19/22	SARS-CoV-2 BA.2.75 S Trimer in complex with S309 (state2)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, L.	3.74	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7yqz	I	G	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	10/19/22	SARS-CoV-2 BA.2.75 S Trimer in complex with S309 (state3)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, L.	3.84	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7yqz	J	H	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	10/19/22	SARS-CoV-2 BA.2.75 S Trimer in complex with S309 (state3)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, L.	3.84	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7yr0	C	B	0	A	protein	NA	spike protein s1	VIRAL PROTEIN	10/19/22	SARS-CoV-2 BA.2.75 S Trimer in complex with S309 (interface)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, L.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7yv7	F	E	0	A	protein	NA	capsid protein vp1	STRUCTURAL PROTEIN	10/19/22	Cryo-EM structure of expanded coxsackievirus A16 empty particle in complex with antibody 9B5	Coxsackievirus A16	coxsackievirus a16	coxsackievirus a16	coxsackievirus a16	Cong, Y., Liu, C.X.	3.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV12	Kappa	None	None	None	None	None
8d8q	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/19/22	SARS-CoV-2 Spike RBD in complex with DMAbs 2130 and 2196	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, J., Cui, J., Pallesen, J.	4.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV4	Kappa	None	None	None	None	None
8d8q	C	B	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/19/22	SARS-CoV-2 Spike RBD in complex with DMAbs 2130 and 2196	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, J., Cui, J., Pallesen, J.	4.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
8d8r	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/19/22	SARS-CoV-2 Spike RBD in complex with DMAb 2196	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, J., Cui, J., Pallesen, J.	4.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7sgf	H	L	0	A | a	protein | protein	NA | NA	gpc-i53-50a | unknown	VIRAL PROTEIN/IMMUNE SYSTEM	10/12/22	Lassa virus glycoprotein construct (Josiah GPC-I53-50A) in complex with LAVA01 antibody	Lassa mammarenavirus; Oryctolagus cuniculus	oryctolagus cuniculus	oryctolagus cuniculus	lassa mammarenavirus | lassa mammarenavirus	Antanasijevic, A., Brouwer, P.J.M., Ward, A.B.	4.41	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	unknown	unknown	None	None	None	None	None
7sgf	J	K	0	B | b	protein | protein	NA | NA	gpc-i53-50a | unknown	VIRAL PROTEIN/IMMUNE SYSTEM	10/12/22	Lassa virus glycoprotein construct (Josiah GPC-I53-50A) in complex with LAVA01 antibody	Lassa mammarenavirus; Oryctolagus cuniculus	oryctolagus cuniculus	oryctolagus cuniculus	lassa mammarenavirus | lassa mammarenavirus	Antanasijevic, A., Brouwer, P.J.M., Ward, A.B.	4.41	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	unknown	unknown	None	None	None	None	None
7sgf	M	N	0	C | c	protein | protein	NA | NA	gpc-i53-50a | unknown	VIRAL PROTEIN/IMMUNE SYSTEM	10/12/22	Lassa virus glycoprotein construct (Josiah GPC-I53-50A) in complex with LAVA01 antibody	Lassa mammarenavirus; Oryctolagus cuniculus	oryctolagus cuniculus	oryctolagus cuniculus	lassa mammarenavirus | lassa mammarenavirus	Antanasijevic, A., Brouwer, P.J.M., Ward, A.B.	4.41	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	unknown	unknown	None	None	None	None	None
7xp4	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(t) subunit alpha-3 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	10/12/22	Cryo-EM structure of a class T GPCR in apo state	Acetivibrio thermocellus; Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Liu, Z.J., Hua, T., Xu, W.X., Wu, L.J.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7xp5	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(t) subunit alpha-3 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	10/12/22	Cryo-EM structure of a class T GPCR in ligand-free state	Acetivibrio thermocellus; Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Liu, Z.J., Hua, T., Xu, W.X., Wu, L.J.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7xp6	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(t) subunit alpha-3 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	10/12/22	Cryo-EM structure of a class T GPCR in active state	Acetivibrio thermocellus; Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Liu, Z.J., Hua, T., Xu, W.X., Wu, L.J.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7y89	S	S	0	C | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	10/12/22	Structure of the GPR17-Gi complex	Homo sapiens; Mus musculus	mus musculus		homo sapiens | homo sapiens	Ye, F., Chen, G.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7zce	E	E	0	C	protein	NA	spike glycoprotein,fibritin	VIRAL PROTEIN	10/12/22	SARS-CoV-2 Spike protein in complex with the single chain fragment scFv76	Enterobacteria phage T4; Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2, enterobacteria phage t4 	Chaves-Sanjuan, A., Bolognesi, M.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7zce	F	F	0	B	protein	NA	spike glycoprotein,fibritin	VIRAL PROTEIN	10/12/22	SARS-CoV-2 Spike protein in complex with the single chain fragment scFv76	Enterobacteria phage T4; Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2, enterobacteria phage t4 	Chaves-Sanjuan, A., Bolognesi, M.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7zce	G	G	0	A	protein	NA	spike glycoprotein,fibritin	VIRAL PROTEIN	10/12/22	SARS-CoV-2 Spike protein in complex with the single chain fragment scFv76	Enterobacteria phage T4; Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2, enterobacteria phage t4 	Chaves-Sanjuan, A., Bolognesi, M.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7zcf	E	E	0	C	protein	NA	spike glycoprotein,fibritin	VIRAL PROTEIN	10/12/22	SARS-CoV-2 Spike RBD in complex with the single chain fragment scFv76 (Focused Refinement)	Enterobacteria phage T4; Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2, enterobacteria phage t4 	Chaves-Sanjuan, A., Bolognesi, M.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7xrp	B	NA	0	F | A	protein | protein	NA | NA	spike protein s1 | spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	10/05/22	Cryo-EM structure of SARS-CoV-2 spike protein in complex with nanobody C5G2 (localized refinement)	Camelus dromedarius; Severe acute respiratory syndrome coronavirus 2	camelus dromedarius		severe acute respiratory syndrome coronavirus2  | severe acute respiratory syndrome coronavirus2 	Liu, L., Sun, H., Jiang, Y., Liu, X., Zhao, D., Zheng, Q., Li, S., Xia, N.	3.88	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7yu3	S	S	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	10/05/22	Human Lysophosphatidic Acid Receptor 1-Gi complex bound to ONO-0740556	Bos taurus; Homo sapiens; Mus musculus; Rattus norvegicus	mus musculus		homo sapiens | rattus norvegicus	Akasaka, H., Shihoya, W., Nureki, O.	3.4	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7yu5	S	S	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	10/05/22	Human Lysophosphatidic Acid Receptor 1-Gi complex bound to ONO-0740556, state1	Bos taurus; Homo sapiens; Mus musculus; Rattus norvegicus	mus musculus		homo sapiens | rattus norvegicus	Akasaka, H., Shihoya, W., Nureki, O.	3.3	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7yu6	S	S	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	10/05/22	Human Lysophosphatidic Acid Receptor 1-Gi complex bound to ONO-0740556, state2	Bos taurus; Homo sapiens; Mus musculus; Rattus norvegicus	mus musculus		homo sapiens | rattus norvegicus	Akasaka, H., Shihoya, W., Nureki, O.	3.5	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7yu7	S	S	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	10/05/22	Human Lysophosphatidic Acid Receptor 1-Gi complex bound to ONO-0740556, state3	Bos taurus; Homo sapiens; Mus musculus; Rattus norvegicus	mus musculus		homo sapiens | rattus norvegicus	Akasaka, H., Shihoya, W., Nureki, O.	3.8	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7yu8	S	S	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	10/05/22	Human Lysophosphatidic Acid Receptor 1-Gi complex bound to ONO-0740556, state4	Bos taurus; Homo sapiens; Mus musculus; Rattus norvegicus	mus musculus		homo sapiens | rattus norvegicus	Akasaka, H., Shihoya, W., Nureki, O.	4.5	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7yzi	C	NA	0	B	protein	NA	adenylate cyclase	MEMBRANE PROTEIN	10/05/22	Structure of Mycobacterium tuberculosis adenylyl cyclase Rv1625c / Cya	Mycobacterium tuberculosis '98-R604 INH-RIF-EM'; Vicugna pacos	vicugna pacos		mycobacterium tuberculosis '98-r604 inh-rif-em' 	Mehta, V., Khanppnavar, B., Korkhov, V.M.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7yzi	D	NA	0	A	protein	NA	adenylate cyclase	MEMBRANE PROTEIN	10/05/22	Structure of Mycobacterium tuberculosis adenylyl cyclase Rv1625c / Cya	Mycobacterium tuberculosis '98-R604 INH-RIF-EM'; Vicugna pacos	vicugna pacos		mycobacterium tuberculosis '98-r604 inh-rif-em' 	Mehta, V., Khanppnavar, B., Korkhov, V.M.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7yzi	E	NA	0	B	protein	NA	adenylate cyclase	MEMBRANE PROTEIN	10/05/22	Structure of Mycobacterium tuberculosis adenylyl cyclase Rv1625c / Cya	Mycobacterium tuberculosis '98-R604 INH-RIF-EM'; Vicugna pacos	vicugna pacos		mycobacterium tuberculosis '98-r604 inh-rif-em' 	Mehta, V., Khanppnavar, B., Korkhov, V.M.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7x3c	H	L	0	A | C	protein | protein	NA | NA	virion protein 1 | vp3	VIRUS	09/28/22	Cryo-EM structure of Coxsackievirus B1 muture virion in complex with nAbs 8A10 and 5F5 (CVB1-M:8A10:5F5)	Coxsackievirus B1; Mus musculus	mus musculus	mus musculus	coxsackievirus b1 | coxsackievirus b1	Zheng, Q., Zhu, R., Sun, H., Cheng, T., Li, S., Xia, N.	3.03	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	IGKV10	Kappa	None	None	None	None	None
7x3c	F	E	0	B	protein	NA	vp2	VIRUS	09/28/22	Cryo-EM structure of Coxsackievirus B1 muture virion in complex with nAbs 8A10 and 5F5 (CVB1-M:8A10:5F5)	Coxsackievirus B1; Mus musculus	mus musculus	mus musculus	coxsackievirus b1	Zheng, Q., Zhu, R., Sun, H., Cheng, T., Li, S., Xia, N.	3.03	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	IGKV4	Kappa	None	None	None	None	None
7t9a	J	K	0	F	protein	NA	hiv envelope apexgt2 gp41	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	ApexGT2 in complex with GT2-d42.16 and RM20A3 Fabs	Human immunodeficiency virus 1; Macaca mulatta; Mus musculus	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Berndsen, Z.T.	3.54	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7t9a	M	N	0	B	protein	NA	hiv envelope apexgt2 gp41	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	ApexGT2 in complex with GT2-d42.16 and RM20A3 Fabs	Human immunodeficiency virus 1; Macaca mulatta; Mus musculus	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Berndsen, Z.T.	3.54	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7t9a	O	P	0	D | E	protein | protein	NA | NA	hiv envelope apexgt2 gp41 | hiv envelope apexgt2 gp120	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	ApexGT2 in complex with GT2-d42.16 and RM20A3 Fabs	Human immunodeficiency virus 1; Macaca mulatta; Mus musculus	macaca mulatta	macaca mulatta	human immunodeficiency virus 1 | human immunodeficiency virus 1	Berndsen, Z.T.	3.54	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7t9a	H	L	0	A | C	protein | protein	NA | NA	hiv envelope apexgt2 gp120 | hiv envelope apexgt2 gp120	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	ApexGT2 in complex with GT2-d42.16 and RM20A3 Fabs	Human immunodeficiency virus 1; Macaca mulatta; Mus musculus	mus musculus	mus musculus	human immunodeficiency virus 1 | human immunodeficiency virus 1	Berndsen, Z.T.	3.54	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7t9b	J	K	0	F	protein	NA	hiv-1 envelope apexgt5 gp41	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	ApexGT5 in complex with GT5-d42.16 and RM20A3 Fabs	Human immunodeficiency virus 1; Macaca mulatta; Mus musculus	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Berndsen, Z.T.	3.72	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7t9b	M	N	0	B	protein	NA	hiv-1 envelope apexgt5 gp41	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	ApexGT5 in complex with GT5-d42.16 and RM20A3 Fabs	Human immunodeficiency virus 1; Macaca mulatta; Mus musculus	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Berndsen, Z.T.	3.72	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7t9b	O	P	0	D	protein	NA	hiv-1 envelope apexgt5 gp41	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	ApexGT5 in complex with GT5-d42.16 and RM20A3 Fabs	Human immunodeficiency virus 1; Macaca mulatta; Mus musculus	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Berndsen, Z.T.	3.72	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7t9b	H	L	0	E | C | A	protein | protein | protein	NA | NA | NA	hiv-1 envelope apexgt5 gp120 | hiv-1 envelope apexgt5 gp120 | hiv-1 envelope apexgt5 gp120	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	ApexGT5 in complex with GT5-d42.16 and RM20A3 Fabs	Human immunodeficiency virus 1; Macaca mulatta; Mus musculus	mus musculus	mus musculus	human immunodeficiency virus 1 | human immunodeficiency virus 1 | human immunodeficiency virus 1	Berndsen, Z.T.	3.72	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7t74	K	G	0	D	protein	NA	hiv envelope apexgt2 gp41	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	HIV-1 Envelope ApexGT2 in complex with PCT64.35S Fab and RM20A3 Fab	Homo sapiens; Human immunodeficiency virus 1; Macaca mulatta	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Berndsen, Z.T.	3.35	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7t74	H	L	0	A | E	protein | protein	NA | NA	hiv envelope apexgt2 gp120 | hiv envelope apexgt2 gp120	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	HIV-1 Envelope ApexGT2 in complex with PCT64.35S Fab and RM20A3 Fab	Homo sapiens; Human immunodeficiency virus 1; Macaca mulatta	homo sapiens	homo sapiens	human immunodeficiency virus 1 | human immunodeficiency virus 1	Berndsen, Z.T.	3.35	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7t74	M	N	0	F | C	protein | protein	NA | NA	hiv envelope apexgt2 gp41 | hiv envelope apexgt2 gp120	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	HIV-1 Envelope ApexGT2 in complex with PCT64.35S Fab and RM20A3 Fab	Homo sapiens; Human immunodeficiency virus 1; Macaca mulatta	macaca mulatta	macaca mulatta	human immunodeficiency virus 1 | human immunodeficiency virus 1	Berndsen, Z.T.	3.35	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7t74	I	J	0	B	protein	NA	hiv envelope apexgt2 gp41	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	HIV-1 Envelope ApexGT2 in complex with PCT64.35S Fab and RM20A3 Fab	Homo sapiens; Human immunodeficiency virus 1; Macaca mulatta	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Berndsen, Z.T.	3.35	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7t75	H	L	0	B | A	protein | protein	NA | NA	hiv envelope apexgt2 gp41 | hiv envelope apexgt2 gp120	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	HIV-1 Envelope ApexGT2 in complex with RM20A3 Fab	Homo sapiens; Human immunodeficiency virus 1	homo sapiens	homo sapiens	human immunodeficiency virus 1 | human immunodeficiency virus 1	Berndsen, Z.T.	2.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7t76	H	L	0	E | C | A	protein | protein | protein	NA | NA | NA	hiv envelope apexgt3 gp120 | hiv envelope apexgt3 gp120 | hiv envelope apexgt3 gp120	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	HIV-1 Envelope ApexGT3 in complex with PG9.iGL Fab	Homo sapiens; Human immunodeficiency virus 1	homo sapiens	homo sapiens	human immunodeficiency virus 1 | human immunodeficiency virus 1 | human immunodeficiency virus 1	Berndsen, Z.T.	4.43	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7t73	H	L	0	E | C | A	protein | protein | protein	NA | NA | NA	hiv envelope apexgt2.2mut gp120 | hiv envelope apexgt2.2mut gp120 | hiv envelope apexgt2.2mut gp120	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	HIV-1 Envelope ApexGT2.2MUT in complex with PCT64.LMCA Fab	Homo sapiens; Human immunodeficiency virus 1	homo sapiens	homo sapiens	human immunodeficiency virus 1 | human immunodeficiency virus 1 | human immunodeficiency virus 1	Berndsen, Z.T.	4.0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7t77	H	L	0	E | C | A	protein | protein | protein	NA | NA | NA	hiv envelope apexgt3.n130 gp120 | hiv envelope apexgt3.n130 gp120 | hiv envelope apexgt3.n130 gp120	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	HIV-1 Envelope ApexGT3.N130 in complex with PG9 Fab	Homo sapiens; Human immunodeficiency virus 1	homo sapiens	homo sapiens	human immunodeficiency virus 1 | human immunodeficiency virus 1 | human immunodeficiency virus 1	Berndsen, Z.T.	4.75	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7x2g	H	L	0	B	protein	NA	vp2	VIRUS	01/08/09	Cryo-EM structure of Coxsackievirus B1 empty particle in complex with nAb nAb 2E6 (CVB1-E:2E6)	Coxsackievirus B1; Mus musculus	mus musculus	mus musculus	coxsackievirus b1	Zheng, Q., Zhu, R., Sun, H., Cheng, T., Li, S., Xia, N.	3.58	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV2	IGKV12	Kappa	None	None	None	None	None
7x37	H	L	0	B	protein	NA	vp2	VIRUS	01/08/09	Cryo-EM structure of Coxsackievirus B1 A particle in complex with nAb 2E6 (CVB1-A:2E6)	Coxsackievirus B1; Mus musculus	mus musculus	mus musculus	coxsackievirus b1	Zheng, Q., Zhu, R., Sun, H., Cheng, T., Li, S., Xia, N.	3.31	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV2	IGKV12	Kappa	None	None	None	None	None
7x38	H	L	0	A | C | B	protein | protein | protein	NA | NA | NA	virion protein 1 | vp3 | vp2	VIRUS	01/08/09	Cryo-EM structure of Coxsackievirus B1 empty particle in complex with nAb 8A10 (CVB1-E:8A10)	Coxsackievirus B1; Mus musculus	mus musculus	mus musculus	coxsackievirus b1 | coxsackievirus b1 | coxsackievirus b1	Zheng, Q., Zhu, R., Sun, H., Cheng, T., Li, S., Xia, N.	3.52	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	IGKV10	Kappa	None	None	None	None	None
7x3f	H	L	0	B | C	protein | protein	NA | NA	vp2 | vp3	VIRUS	01/08/09	Cryo-EM structure of Coxsackievirus B1 A-particle in complex with nAb 9A3 (CVB1-A:9A3)	Coxsackievirus B1; Mus musculus	mus musculus	mus musculus	coxsackievirus b1 | coxsackievirus b1	Zheng, Q., Zhu, R., Sun, H., Cheng, T., Li, S., Xia, N.	3.52	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV7	IGKV4	Kappa	None	None	None	None	None
7x4k	H	L	0	B | C	protein | protein	NA | NA	genome polyprotein | vp3	VIRUS	01/08/09	Cryo-EM structure of Coxsackievirus B1 empty particle in complex with nAb 9A3 (classified from CVB1 mature virion in complex with 8A10 and 9A3)	Coxsackievirus B1; Mus musculus	mus musculus	mus musculus	coxsackievirus b1 | coxsackievirus b1	Zheng, Q., Zhu, R., Sun, H., Cheng, T., Li, S., Xia, N.	3.82	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV7	IGKV4	Kappa	None	None	None	None	None
