pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
7z9r	Y	NA	0	B	protein	NA	spike glycoprotein,fibritin	ANTIVIRAL PROTEIN	07/13/22	CRYO-EM STRUCTURE OF SARS-COV-2 SPIKE : H11-H4 Q98R H100E nanobody complex in 2Up1Down conformation	Escherichia virus T4; Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2, escherichia virus t4 	Weckener, M., Naismith, J.H.	4.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7z9r	X	NA	0	A	protein	NA	spike glycoprotein,fibritin	ANTIVIRAL PROTEIN	07/13/22	CRYO-EM STRUCTURE OF SARS-COV-2 SPIKE : H11-H4 Q98R H100E nanobody complex in 2Up1Down conformation	Escherichia virus T4; Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2, escherichia virus t4 	Weckener, M., Naismith, J.H.	4.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7z9r	Z	NA	0	C	protein	NA	spike glycoprotein,fibritin	ANTIVIRAL PROTEIN	07/13/22	CRYO-EM STRUCTURE OF SARS-COV-2 SPIKE : H11-H4 Q98R H100E nanobody complex in 2Up1Down conformation	Escherichia virus T4; Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2, escherichia virus t4 	Weckener, M., Naismith, J.H.	4.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cyd	D	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-45	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cyd	E	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-45	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cyd	F	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-45	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cyj	A	NA	0	R	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	RBD of SARS-CoV-2 Spike protein in complex with pan-sarbecovirus nanobodies 2-10, 2-67, 2-62 and 1-25	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cyj	B	NA	0	R	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	RBD of SARS-CoV-2 Spike protein in complex with pan-sarbecovirus nanobodies 2-10, 2-67, 2-62 and 1-25	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cyj	C	NA	0	R	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	RBD of SARS-CoV-2 Spike protein in complex with pan-sarbecovirus nanobodies 2-10, 2-67, 2-62 and 1-25	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
8cyj	D	NA	0	R	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	RBD of SARS-CoV-2 Spike protein in complex with pan-sarbecovirus nanobodies 2-10, 2-67, 2-62 and 1-25	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7xtq	N	NA	0	A | B | G	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	MEMBRANE PROTEIN	07/06/22	Cryo-EM structure of the R399-bound GPBAR-Gs complex	Homo sapiens; synthetic construct	synthetic construct		homo sapiens | homo sapiens | homo sapiens	Ma, L., Yang, F., Wu, X., Mao, C., Sun, J., Yu, X., Zhang, Y., Zhang, P.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
8cy9	D	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 1-23	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cy9	E	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 1-23	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cy9	F	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 1-23	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cya	D	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-67	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cya	E	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-67	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cya	F	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-67	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cyb	D	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 1-8	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cyc	D	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-34	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cyc	E	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-34	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cyc	F	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-34	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cy6	D	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-65	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cy6	E	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-65	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cy6	F	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-65	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cy7	D	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-34	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cy7	E	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-34	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cy7	F	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-34	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cxn	D	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-57	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cxn	F	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-57	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cxn	E	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-57	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cxq	D	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 1-22	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cxq	E	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 1-22	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8cxq	F	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/06/22	SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 1-22	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7ssz	E	NA	0	A	protein	NA	potassium voltage-gated channel subfamily a member 3,greenfluorescent protein fusion 	IMMUNE SYSTEM	11/11/21	Structure of human Kv1.3 with A0194009G09 nanobodies	Aequorea victoria; Homo sapiens; synthetic construct	synthetic construct		homo sapiens, aequorea victoria	Meyerson, J.R., Selvakumar, P.	3.25	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7ssz	F	NA	0	B	protein	NA	potassium voltage-gated channel subfamily a member 3,greenfluorescent protein fusion 	IMMUNE SYSTEM	11/11/21	Structure of human Kv1.3 with A0194009G09 nanobodies	Aequorea victoria; Homo sapiens; synthetic construct	synthetic construct		homo sapiens, aequorea victoria	Meyerson, J.R., Selvakumar, P.	3.25	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7ssz	G	NA	0	C	protein	NA	potassium voltage-gated channel subfamily a member 3,greenfluorescent protein fusion 	IMMUNE SYSTEM	11/11/21	Structure of human Kv1.3 with A0194009G09 nanobodies	Aequorea victoria; Homo sapiens; synthetic construct	synthetic construct		homo sapiens, aequorea victoria	Meyerson, J.R., Selvakumar, P.	3.25	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7ssz	H	NA	0	D	protein	NA	potassium voltage-gated channel subfamily a member 3,greenfluorescent protein fusion 	IMMUNE SYSTEM	11/11/21	Structure of human Kv1.3 with A0194009G09 nanobodies	Aequorea victoria; Homo sapiens; synthetic construct	synthetic construct		homo sapiens, aequorea victoria	Meyerson, J.R., Selvakumar, P.	3.25	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7n0h	Z	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	05/25/21	CryoEM structure of SARS-CoV-2 spike protein (S-6P, 2-up) in complex with sybodies (Sb45)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Jiang, J., Huang, R., Margulies, D.	3.34	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7n0h	X	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	05/25/21	CryoEM structure of SARS-CoV-2 spike protein (S-6P, 2-up) in complex with sybodies (Sb45)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Jiang, J., Huang, R., Margulies, D.	3.34	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7q1u	B	NA	0	A	protein	NA	protein-cysteine n-palmitoyltransferase hhat	MEMBRANE PROTEIN	10/21/21	Structure of Hedgehog acyltransferase (HHAT) in complex with megabody 177 bound to non-hydrolysable palmitoyl-CoA (Composite Map)	HOMO SAPIENS; ESCHERICHIA COLI K-12	escherichia coli k-12		homo sapiens	Coupland, C., Carrique, L., Siebold, C.	2.7	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	unknown	unknown	None	None	None	None	None
7vnd	D	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	10/10/21	Structure of the SARS-CoV-2 spike glycoprotein in complex with a human single domain antibody n3113 (UUD-state, state 2)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens		severe acute respiratory syndrome coronavirus2 	Yang, Z., Wang, Y., Kong, Y., Jin, Y., Wu, Y., Ying, T.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7vnd	V	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	10/10/21	Structure of the SARS-CoV-2 spike glycoprotein in complex with a human single domain antibody n3113 (UUD-state, state 2)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens		severe acute respiratory syndrome coronavirus2 	Yang, Z., Wang, Y., Kong, Y., Jin, Y., Wu, Y., Ying, T.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7my3	E	NA	0	A	protein	NA	spike glycoprotein	IMMUNE SYSTEM/VIRAL PROTEIN	05/20/21	CryoEM structure of neutralizing nanobody Nb12 in complex with SARS-CoV2 spike	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus		severe acute respiratory syndrome coronavirus2 	Xu, K., Kwong, P.D.	2.9	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	unknown	unknown	None	None	None	None	None
7my3	D	NA	0	B	protein	NA	spike glycoprotein	IMMUNE SYSTEM/VIRAL PROTEIN	05/20/21	CryoEM structure of neutralizing nanobody Nb12 in complex with SARS-CoV2 spike	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus		severe acute respiratory syndrome coronavirus2 	Xu, K., Kwong, P.D.	2.9	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	unknown	unknown	None	None	None	None	None
7my3	H	NA	0	C	protein	NA	spike glycoprotein	IMMUNE SYSTEM/VIRAL PROTEIN	05/20/21	CryoEM structure of neutralizing nanobody Nb12 in complex with SARS-CoV2 spike	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus		severe acute respiratory syndrome coronavirus2 	Xu, K., Kwong, P.D.	2.9	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	unknown	unknown	None	None	None	None	None
7tpr	H	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	01/25/22	Camel nanobodies 7A3 and 8A2 broadly neutralize SARS-CoV-2 variants	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; CAMELUS DROMEDARIUS	camelus dromedarius		severe acute respiratory syndrome coronavirus2 	Butay, K.J., Zhu, J., Dandey, V.P., Hong, J., Kwon, H.J., Chen, C.Z., Duan, Z., Li, D., Ren, H., Liang, T., Martin, N., Esposito, D., Ortega-Rodriguez, U., Xu, M., Xie, H., Ho, M., Cachau, R., Borgnia, M.J.	2.39	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7tpr	D	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	01/25/22	Camel nanobodies 7A3 and 8A2 broadly neutralize SARS-CoV-2 variants	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; CAMELUS DROMEDARIUS	camelus dromedarius		severe acute respiratory syndrome coronavirus2 	Butay, K.J., Zhu, J., Dandey, V.P., Hong, J., Kwon, H.J., Chen, C.Z., Duan, Z., Li, D., Ren, H., Liang, T., Martin, N., Esposito, D., Ortega-Rodriguez, U., Xu, M., Xie, H., Ho, M., Cachau, R., Borgnia, M.J.	2.39	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7tpr	E	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	01/25/22	Camel nanobodies 7A3 and 8A2 broadly neutralize SARS-CoV-2 variants	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; CAMELUS DROMEDARIUS	camelus dromedarius		severe acute respiratory syndrome coronavirus2 	Butay, K.J., Zhu, J., Dandey, V.P., Hong, J., Kwon, H.J., Chen, C.Z., Duan, Z., Li, D., Ren, H., Liang, T., Martin, N., Esposito, D., Ortega-Rodriguez, U., Xu, M., Xie, H., Ho, M., Cachau, R., Borgnia, M.J.	2.39	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7tpr	F	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	01/25/22	Camel nanobodies 7A3 and 8A2 broadly neutralize SARS-CoV-2 variants	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; CAMELUS DROMEDARIUS	camelus dromedarius		severe acute respiratory syndrome coronavirus2 	Butay, K.J., Zhu, J., Dandey, V.P., Hong, J., Kwon, H.J., Chen, C.Z., Duan, Z., Li, D., Ren, H., Liang, T., Martin, N., Esposito, D., Ortega-Rodriguez, U., Xu, M., Xie, H., Ho, M., Cachau, R., Borgnia, M.J.	2.39	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7tpr	G	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	01/25/22	Camel nanobodies 7A3 and 8A2 broadly neutralize SARS-CoV-2 variants	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; CAMELUS DROMEDARIUS	camelus dromedarius		severe acute respiratory syndrome coronavirus2 	Butay, K.J., Zhu, J., Dandey, V.P., Hong, J., Kwon, H.J., Chen, C.Z., Duan, Z., Li, D., Ren, H., Liang, T., Martin, N., Esposito, D., Ortega-Rodriguez, U., Xu, M., Xie, H., Ho, M., Cachau, R., Borgnia, M.J.	2.39	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7x2d	E	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	02/25/22	Cryo-EM structure of the tavapadon-bound D1 dopamine receptor and mini-Gs complex	HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens | homo sapiens	Teng, X., Zheng, S.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7n9t	D	NA	0	C	protein	NA	spike glycoprotein	ANTIVIRAL PROTEIN/VIRAL PROTEIN	06/18/21	CryoEM structure of SARS-CoV-2 Spike in complex with Nb17	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.	3.18	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
